durakid	durakadi	enlem	boylam	sira	guzergahid
3	1.ÇILDIR GÖLÜ CD. BAŞI	39.796622974389535	32.843240271411105	3	1
4	2.BEYŞEHİR GÖLÜ CD.	39.7888207	32.847502299999974	4	1
1683	3.CUMHURİYET CD. SEĞMENLER CD. KESİŞTİGİ YER	39.79161631319568	32.81770851111446	1627	1
1684	4.ANKARA KONYA YOLU YANYOL 278 SK. BAŞI.	39.7909752	32.80663770000001	1628	1
1700	5.RAFET CANITEZ CD.	39.8487163	32.81978619999995	1644	1
1701	6.A.FUAT CEBESOY SK-HAYRİ ÇEÇEN SK KESİŞTİGİ YER.	39.8503188	32.816138000000024	1645	1
1702	7.HAYRİ ÇEÇEN SK- SABRİ KILINÇ SK KESİŞTİGİ YER.	39.8470749	32.816070999999965	1646	1
1722	8.BAKANLIK HİZMET BİNASI	39.9107406	32.79266170000005	1666	1
19	1.ŞEMSETTİN GÜNALTAY CD.277. SK KESİŞTİGİ YER.	39.9036104	32.884110599999985	19	5
1223	2.ŞEMSETTİN GÜNALTAY CD. 257. SK KESİŞTİGİ YER KESİŞTİGİ YER.	39.90098649999999	32.883958699999994	1170	5
1224	3.ŞEMSETTİN GÜNALTAY CD. 291. SK KESİŞLTİGİ YER KESİŞTİGİ YER.	39.8929966	32.88641949999999	1171	5
1225	4.ŞEMSETTİN GÜNALTAY CD. 324. SK KESİŞTİGİ YER KESİŞTİGİ YER.	39.8897999	32.88381079999999	1172	5
1226	5.UĞURMUMCU CD, KOZA SK KESİŞTİGİ YER KESİŞTİGİ YER.	39.89686571707036	32.88010997301649	1173	5
1227	durakadi	39.8942834	32.87741200000005	1174	5
1228	7.KAHRAMAN KADIN SK. KOZA SK KESİŞTİGİ YER.	39.8930287	32.87889519999999	1175	5
1229	8.KOZA SK KÜPE SK KESİŞTİGİ YER.	39.8915461	32.876847699999985	1176	5
1230	9.KULELİ SK FİLİSTİN SK KESİŞTİGHİ YER.	39.8965961	32.87343520000002	1177	5
1231	10FİSKİYE SK. HÜLYA SK KESİŞTİGİ YER.	39.9006341	32.87181829999997	1178	5
1232	11PARK SK .YAVUZEVLER SK. KESİŞTİGİ YER	39.9032462	32.87601050000001	1179	5
1435	12.BAĞLAR CD. TEKMAN CD KESİŞTİGİ YER.	39.9083356	32.871095800000035	1382	5
1823	13.BAĞLAR CD FEHMİYE SK KESİŞTİGİ YER	39.9120518	32.87038000000007	1767	5
1824	14. YAPRAK SK BALLIBABA KESİŞTİGİ YER	39.9134804	32.86775590000002	1768	5
1825	15.YAPRAK SK BÜLBÜLDERESİ CD KESİŞTİĞİ YER	39.9120911	32.86554460000002	1769	5
1826	16.YAPRAK SK. AKYÜZ SK KESİŞTİGİ YER	39.91084980000001	32.863876300000015	1770	5
1827	17. YAPRAK SK. ESAT CD KESİŞTİGİ YER	39.90969219999999	32.86317819999999	1771	5
1828	08.ESAT CD BÜYÜKELÇİ SK KESİŞTİGİ YER	39.90838696168821	32.86483423928678	1772	5
1829	19.NENE HATUN CD.	39.9051587	32.86748579999994	1773	5
1830	20.TAHRAN CD. JOHN F. KENNEDY CD. KESİŞTİGİ YER	39.9043269	32.86619680000001	1774	5
1884	21. BAKANLIK HİZMET BİNASI	39.910819285783184	32.79253067306945	1828	5
32	1. 100. YIL CD.- OKUL CD. KESİŞTİGİYER.	39.89778870000001	33.03641319999997	2	6
634	2. ATATÜRK CD.- ŞEYH ŞAMİL CD. KESİŞTİGİYER.	39.89946313829474	33.028105726983654	6	6
1365	3. 1962. SK- 1943/3 SK KESİŞTİGİYERE.	39.894493	32.98829139999998	1312	6
1366	4. MAVİ GÖL CD.- 1962. SK KESİŞTİGİYER.	39.8941599	32.98404849999997	1313	6
1367	5. 1762/2. SK- 1767/1 SK KESİŞTİGİYER.	39.90806646581925	32.968005945368986	1314	6
1368	6. 1799. SK- 1777/1 SK KESİŞTİGİYER.	39.90779510000001	32.96323840000002	1315	6
1369	7. 1779. SK- 1193. SK KESİŞTİGİYER.	39.9070196193399	32.95927860000006	1316	6
1505	8. 19 MAYIS BLV.	39.9137468	32.947285100000045	1452	6
1871	9. BAKANLIK HİZMET BİNASI	39.9118404	32.793591900000024	1815	6
34	1. KARLIDAĞ CD- KIYI SK KESİŞTİGİ YER.	39.9908953	32.61725799999999	34	7
1568	2. 8. CD-LOZAN BARIŞ CD KESİŞTİGİ YER.	39.9945949	32.615384500000005	1515	7
1569	3. 8. CD.- 9 EYLÜL İZMİR CD KESİŞTİGİ YER.	39.9957338	32.616763799999944	1516	7
1570	4. BOZHÜYÜK CD- 559. SK KESİŞTİGİ YER.	39.9976536	32.61980790000007	1517	7
1571	5. BOZHÖYÜK CD-SAKARYA ZAFERİ CD. KESİŞTİGİ YER.	40.0073399	32.615833899999984	1518	7
1572	6. 12. CD- 3498 CD SESİŞTİGİ YER.	40.0064023	32.620257700000025	1519	7
1573	7.AĞRI DAĞI CD-3497. SK KESİŞTİGİ YER.	40.004287	32.62132989999998	1520	7
1574	8. AĞRI DAĞI CD- 602. SK KESİŞTİGİ YER.	40.0013471	32.62302090000003	1521	7
1575	9. TINASTEPE CD.	39.9982891	32.62259130000007	1522	7
1576	10.TINASTEPE CD-146. SK KESİŞTİGİ YER.	39.99782039999999	32.63111309999999	1523	7
1577	11.1. T.B.M.M. CD. BÜTÜN DÜNYA ÇİÇECİ ÖNÜ.	39.995019	32.62878969999997	1524	7
1578	12. 1. T.B.M.M. CD.	39.9923509	32.62735900000007	1525	7
1579	13.DUMLUPINAR 30 AĞUSTOS CD.- 505 SK KESİŞTİGİ YER.	39.9901443	32.64076130000001	1526	7
1876	14. BAKANLIK HİZMET BİNASI	39.91089839218287	32.79353300059631	1820	7
57	1. MELİH GÖKÇEK BLV.- 65. CD KESİŞTİGİ YER.	40.0180071	32.530720700000074	57	9
58	2. MELİH GÖKÇEK BLV.- 757. SK KESİŞTİGİ YER.	40.01938246358353	32.516140324975595	58	9
59	3. CUMHURİYET BLV.- ZİYA GÖKALP CD KESİŞTİGİ YER.	40.0066897	32.52289040000005	59	9
60	4. AYAŞ YOLU.	39.9945188	32.53833229999998	60	9
63	5. AHMET ANDİÇEN CD- 362. SK KESİŞTİGİ YER.	39.9865473	32.55788069999994	63	9
64	6. 271. SK-	39.9914664	32.566589799999974	64	9
65	7. YAŞAR DOĞU CD- BERKET SK KESİŞTİGİ YER.	39.9924139	32.58022200000005	65	9
66	8. İZMİR CD- ÇAMLIK SK KESİŞTİGİ YER.	39.9895136	32.58117930000003	66	9
883	9. ÇALKIN CD- ÇAKMAK SK KESİŞTİGİ YER.	39.9848292	32.582534399999986	830	9
1886	10. BAKANLIK HİZMET BİNASI	39.910727750762995	32.79275602115001	1830	9
68	1. MUTLU CD- 542. SK BAŞI	39.916399447739686	32.90615013572085	68	10
1348	2. 342. CD-444 SK-BAŞI.	39.91128310881927	32.898376380950936	1295	10
1350	3.342. Cd-446. SK.BAŞI	39.9133203	32.89089089999993	1297	10
1351	4.MEHMET ALİ ALTUN CD. 365 SK BAŞI	39.9167521	32.896955100000014	1298	10
1352	5.Mehmet Ali Altun Cd-394. Sk Başı.	39.918361057071486	32.89314051268923	1299	10
1353	6.GÜLLÜCE CD.- 96. SK BAŞI	39.919937854820574	32.88665858836066	1300	10
1333	1727. CD- 206. SK KESİŞTİĞİYER	39.94528	32.883566799999926	1280	12
1334	2.35.SK.	39.9433742	32.89967720000004	1281	12
1347	3.35.SK- Ş. İDRİS YILMAZ CD KESİŞTİGİ YER.	39.940274	32.897036999999955	1294	12
1388	4. MAMAK CD-HALDUN SK KESİŞTİGİ YER.	39.9356798	32.89430130000005	1335	12
1389	5. MAMAK CD. TAŞLICAY SK KESİŞTİGİ YER.	39.9349018	32.884437899999966	1336	12
1699	7.CEMAL GÜRSEL CD- İNG BANK ATM ÜNÜ.	39.9309217	32.87516930000004	1643	12
1731	8.BAKANLIK HİZMET BİNASI	39.91105	32.79266770000004	1675	12
94	2. 309. CD- 299. SK KESİŞTİGİ YER.	39.96411056664177	32.97053806773681	94	13
96	2.	39.96524159159075	32.97220555609738	96	13
97	4. BOSTANCIK CD- 1879. SK KESİŞTİGİ YER.	39.9707286	32.97662639999999	97	13
98	5. BOSTANCIK CD- 981. SK KESİŞTİGİ YER.	39.9765058	32.96867339999994	98	13
1154	6. BABÜR CD- ADALI HALİL SK KESİŞTİGİ YER.	39.9532029	32.87998909999999	1101	13
1155	7. BABÜR CD- 663/3. SK KESİŞTİGİ YER.	39.952722200000004	32.87145717724616	1102	13
1279	8.BAKANLIK HİZMET BİNASI	39.9109243	32.79266340000004	1226	13
1202	1. TURAN GÜNEŞ BLV.KONRAD ADENAUER CD. KESİŞTİGİ YER.	39.86068909999999	32.85370020000005	1149	14
1203	2. TURAN GÜNEŞ BLV. 517. SK KESİŞTİGİ YER	39.87001790000001	32.86026949999996	1150	14
1204	3.TURAN GÜNEŞ BLV. 715. SK KESİŞTİGİ YER.	39.8771057	32.86396130000003	1151	14
1306	4. KİŞİNEV CD 728.. SK KESİŞTİGİ YER.	39.8782877	32.860164199999986	1253	14
1307	5.KİŞİNEV CD- MEKSİKA PARKI ÖNÜ	39.8779927	32.85631749999993	1254	14
1308	6.KİŞİNEV CD DUYU SK KESİŞTİGİ YER.	39.8775753	32.853854100000035	1255	14
1309	7. 736.SK SEDAT SİMAVİ SK KESİŞTİGİ YER	39.8825248	32.85580749999997	1256	14
1310	8. HOŞDERE CD- HAVA SK KESİŞTİGİ YER	39.885228	32.85047450000002	1257	14
1311	9. HOŞDERE CD-FATİH ÜNİVERSİTESİ HAS FİZİK TEDAVİ	39.8877619	32.846957299999985	1258	14
1313	10. HOŞDERE CD-H. ÖMER TARMAN ANADOLU LİSESİ	39.8915903	32.84723650000001	1260	14
1832	11. HOŞDERE CD İŞ BANKASI ÖNÜ	39.8947409	32.84732559999998	1776	14
1833	13. HOŞDERE CD- REŞAT NURİ CD KESİŞTİGİ YER	39.8981478	32.848948500000006	1777	14
1866	15.BAKANLIK HİZMET BİNASI	39.9109066	32.79414930000007	1810	14
1499	1-ROZET SK LOJMAN	39.9848173	32.81855930000006	1446	17
1500	2- 146 CD- YARMUR SK. BAŞI	39.9859117	32.815409199999976	1447	17
1501	3- SEVAL CD AYVALI TAKSİ AŞAGISI	39.9839224	32.8145667	1448	17
1502	4- 142. CD. BAŞI	39.9855139	32.81133790000001	1449	17
1503	5- 142 CD-171. SK. BAŞI	39.9794371	32.811614700000064	1450	17
1504	6- 159. CD.	39.9738976	32.81574920000003	1451	17
1831	7. BAKANLIK HİZMET BİNASI	39.9112051	32.79270159999999	1775	17
1462	1. CENGİZ AYTMATOV CD-2026 CD KESİŞTİĞİ YER.	39.9644245	32.69854680000003	1409	18
1463	2.CENGİZ AYTMATOV CD-1820. CD KESİŞTİĞİ YER.	39.9635042	32.704295900000034	1410	18
1464	3.CENGİZ AYTMATOV CD-1830 SK KESİŞTİĞİ YER.	39.9598683	32.71436649999998	1411	18
1465	4.CENGİZ AYTMATOV CD-183/1 SK KESİŞTİĞİ YER.	39.95895489999999	32.717773299999976	1412	18
1777	5.durak	39.9597788	32.72384260000001	1721	18
1778	6.durak	39.96221250000001	32.72630549999997	1722	18
1779	7.durak	39.9622868	32.728071399999976	1723	18
1780	8.durak	39.9604107	32.73561859999995	1724	18
1781	9.durak	39.954947	32.72944699999994	1725	18
1782	10.durak	39.9532773	32.72228670000004	1726	18
1783	11.durak	39.9533076	32.734390899999994	1727	18
1784	12. BAKANLIK HİZMET BİNASI	39.9104792	32.793747800000006	1728	18
1450	1. 2368 SK MURATDAĞI SK KESİŞTİĞİ YER.	39.9772734	32.69607369999994	1397	19
1451	2. 2086 SK-EMEK PARKI YANI.	39.979443	32.70079220000002	1398	19
1452	3.2078. SK-2086. SK. KESİŞTİĞİ YER.	39.9788326	32.70352479999997	1399	19
1453	4.2026. CD-2040. SK. KESİŞTİĞİ YER.	39.9765144	32.70456890000003	1400	19
1454	5.2026. CD- ÖZPETEK SİTESİNİN KESİŞTİGİ YER.	39.9729871	32.710731500000065	1401	19
1455	6. 2026. SK- 1984 SK KESİŞTİGİ YER.	39.9761681	32.716724099999965	1402	19
1456	7. 2111 SK- 2108 SK KESİŞTİGİ YER.	39.9814956	32.71590900000001	1403	19
1457	8. 1937. SK.	39.9799889	32.72982430000002	1404	19
1458	9.1936. SK- 1934 SK KESİŞTİGİ YER.	39.9768702	32.73042880000003	1405	19
1459	10. 1908 SK 1918. SK- KESİŞTİGİ YER.	39.9749662	32.72978910000006	1406	19
1460	11. 2005 SK- 2007 SK KESİŞTİGİ YER.	39.97410540000001	32.72338650000006	1407	19
1461	12. 2011 SK- BAŞKENT BLV. KESİŞTİGİ YER.	39.9706481	32.720779300000004	1408	19
1522	13. BATIKENT BLV.1865. SK KESİŞTİGİ YER.	39.9699792	32.71739589999993	1469	19
1523	14.BATIKENT BLV. GÜZELEVLER SİTESİ KARŞISI	39.9670506	32.730272600000035	1470	19
1728	15.BAŞKENT BLV. BANKNOT SİTESİ KARŞISI	39.9634312	32.74296030000005	1672	19
1863	16. BAKANLIK HİZMET BİNASI	39.9110338	32.79412690000004	1807	19
1478	1.2164. CD-2163. SK. BAŞI.	39.988435	32.70818459999998	1425	20
1479	2.1949. CD.	39.9900981	32.712386299999935	1426	20
1480	3.2102. SK.-2286 SK KESİŞTİĞİ YER.	39.9955586	32.7173057	1427	20
1481	4.2286. SK. 2284 KESİŞTİĞİ YER.	39.9952534	32.71142729999997	1428	20
1482	5.2285. SK. 2278 SK KESİŞTİĞİ YER.	39.9941728	32.7090475	1429	20
1484	6.2209. CD-2300i SK KESİŞTİĞİ YER..	39.9965178	32.70003099999997	1431	20
1485	7.2209. CD-2213. SK KESİŞTİĞİ YER..	39.990331	32.695244499999944	1432	20
1486	8.2209. CD-2210. SK. KESİŞTİĞİ YER.	39.9884812	32.693813800000044	1433	20
1487	9.2209. CD-2429. SK. KESİŞTİĞİ YER.	39.9854425	32.6916463	1434	20
1488	10.2416. CD-604. SK. KESİŞTİĞİ YER.	39.9826941	32.6895164	1435	20
1730	11.BAKANLIK HİZMET BİNASI	39.9109043	32.79266269999994	1674	20
190	1. 1649 CD.-1672. SK KESİŞTİGİ YER.	39.9329064	32.61952740000004	190	23
191	2. 1815. CD- 1833. SK KESİŞTİGİ YER.	39.9396587	32.62943330000007	191	23
193	3. 1816. CD.- 1896. SK KESİŞTİGİ YER.	39.9385004	32.631489800000054	193	23
194	4. 1869. SK- 1880. SK KESİŞTİGİ YER.	39.93272229999999	32.632916199999954	194	23
196	5. 1776. CD- 1904 SK KESİŞTİGİ YER.	39.9344315	32.63873739999997	196	23
1615	6. 2149. CD-.1771 CD. KESİŞTİGİ YER.	39.9364052	32.64260139999999	1562	23
1616	7.2157. SK- 2190.SK KESİŞTİGİ YER.	39.93446174670533	32.647961901852455	1563	23
1617	8. KESKİN CD.	39.9350382	32.65334489999998	1564	23
1618	9. 2359 SK.	39.9331191	32.65907489999995	1565	23
1677	10. HİKMET ÖZER CD.	39.9309876	32.65483219999999	1621	23
1764	11. HİKMET ÖZER CD.	39.9271107	32.65445399999999	1708	23
1869	12. ETİMESG	39.91148540595519	32.649859065606734	1813	23
1870	13.ETİMESGUT BLV. SARITAŞ CAD. KESİŞTİĞİ YER.	39.9065479359632	32.64765900751661	1814	23
1878	14. BAKANLIK HİZMET BİNASI	39.91080607672691	32.79345989227295	1822	23
865	1. ANKARA CD- YİĞİT SK KESİŞTİGİ YER.	39.95961	32.588131299999986	812	24
868	2. LİSE CD-KARABAĞ CD KESİŞTİĞİ YER.	39.95467591905114	32.60438670531005	815	24
871	3. 1466. CD- 30. SK KESİŞTİGİ YER.	39.9529663	32.60427430000004	818	24
873	4. 567. SK ELVANKET BANKA BL.	39.95248420000001	32.60985660000006	820	24
876	5. 1489.CD-1478. SK. KESİŞTİGİ YER.	39.94927920000001	32.61040460000004	823	24
1552	6.1520. SK-1521.. SK KESİŞTİGİ YER.	39.95025112480502	32.61558217168886	1499	24
1553	7.1952. SK-AHİ ELVAN CD. KESİŞTİGİ YER.	39.9477653	32.620052999999984	1500	24
1837	8.1544.CD- 1820. SK KESİŞTİGİ YER	39.9483593	32.62570759999994	1781	24
1838	8. 1952. SK 1930. SK KESİŞTİGİ YER	39.9496215	32.62847899999997	1782	24
1839	9. 1952. SK- AHİ EVRAN CD.KESİŞTİGİ YER	39.9496569	32.63285410000003	1783	24
1885	10. BAKANLIK HİZMET BİNASI	39.910735255980036	32.79221224615367	1829	24
849	2. AHİ MESUT BLV.YELİZ SK KESİŞTİGİ YER.	39.9601116	32.566451200000074	796	25
850	3. AHİ MESUT BLV.- MİRAT SK KESİŞTİGİ YER.	39.9554296	32.57183889999999	797	25
851	4.SARAYCIK SK RANA SK KESİŞTİGİ YER.	39.9453438	32.575359100000014	798	25
852	5. POLAT SK SELİN SK KESİŞTİGİ YER.	39.94616180000001	32.58136630000001	799	25
853	6. MUAMMER AKSOY SK- SAADET SK KESİŞTİGİ YER.	39.9448177	32.587114799999995	800	25
854	7. MUAMMER AKSOY SK-SİBEL SK KESİŞTİGİ YER.	39.9434274	32.59182750000002	801	25
855	8. MUAMMER AKSOY SK- 1562. CD KESİŞTİGİ YER.	39.94316441373724	32.59820047724611	802	25
857	9. 1574. SK- 1570.SK KESİŞTİGİ YER.	39.9445442	32.603624399999944	804	25
860	10.1543. CD.-1619. SK KESİŞTİGİ YER.	39.94195996334098	32.612973735195965	807	25
879	11.1543. CD.- AHİ MESUT BLV. KESİŞTİGİ YER.	39.9463251421763	32.61790535424507	826	25
1849	12 BAKANLIK HİZMET BİNASI	39.9104728	32.793443000000025	1793	25
226	1. MERMEROĞLU CD ESKİ BAĞLAR CD KESİŞTİĞİ YER.	39.89112739999999	32.64128400000004	226	26
227	2. MEMEROĞLU CD-1320 SK BAŞI.	39.8861851	32.62981660000003	227	26
228	3.BAĞLICA BLV-TEKDAL CD- KESİŞTİĞİ YER.	39.8884258	32.6184614	228	26
230	4. ÇAMBAYIRI CD-İŞTURKUAZ CD. KESİŞTİĞİ YER..	39.8974248	32.63045250000005	230	26
819	5. ULUPINAR CD-ESKİ BAĞLAR CD KESİŞTİĞİ YER.	39.898976	32.636383600000045	766	26
820	6. BAĞLICA BLV..	39.897811	32.64234940000006	767	26
822	7. Bağlıca Blv.	39.8978551	32.647156300000006	769	26
823	8. BAĞLICA BLV- HACI KADİRBEY CD KESİŞTİĞİ YER.	39.8965792	32.655422499999986	770	26
824	9. BAĞLICA BLV-ESKİŞEHİR YOLU KESİŞTİĞİ YER.	39.8956642	32.678319699999975	771	26
1160	10. ESKİŞEHİR YOLU- PETROL OFİSİ.	39.8995705	32.68695600000001	1107	26
1873	11. BAKANLIK HİZMET BİNASI	39.9108019	32.79211799999996	1817	26
244	1.169 CD 165.SK KESİŞTİGİ YER.	39.97733162646967	32.89333183785095	239	30
245	2. 165. SK 141.CD. KESİŞTİGİ YER.	39.9753499	32.89526019999994	240	30
246	182. SK. 183. SK. KESİŞTİGİ YER.	39.97271935590612	32.89497532698363	241	30
247	4.TABYA SK. ALTINPARK CD. KESİŞTİGİ YER.	39.9726433	32.890925599999946	242	30
248	5. HARMAN SK. ERDA SK. KESİŞTİGİ YER.	39.9681153	32.88377800000001	243	30
253	6. CEVRELİ CD. GÜVEREN SK. KESİŞTİGİ YER.	39.9606118	32.8824793	248	30
254	7.ÇEVRELİ CD GAR SK. KESİŞTİGİ YER.	39.9618838	32.87960010000006	249	30
1685	8.ÇEVRELİ CD DEFİNE SK KESİŞTİGİ YER.	39.9637632	32.87205740000002	1629	30
1861	9. BAKANLIK HİZMET BİNASI	39.9104734	32.793471700000055	1805	30
1587	1. ÖZLEM CAD BAŞLADIĞI YERDEN	39.995024	32.81041989999994	1534	31
1588	2. SEVAL CD-705. SK KESİŞTİGİ YER.	39.99324516430317	32.8087236129669	1535	31
1589	3 SEVAL CD. 705. SK KESİŞTİĞİ YER	39.988094	32.8011338	1536	31
